"Hand: AAQQT, jokers: 0, comb: two_pair"
"Hand: 29AKQ, jokers: 0, comb: higher_card"
"Hand: 29AKQ, jokers: 0, comb: higher_card --> higher_card"
"Hand: 348AK, jokers: 0, comb: higher_card"
"Hand: 348AK, jokers: 0, comb: higher_card --> higher_card"
"Hand: 378AJ, jokers: 1, comb: higher_card"
"Hand: 378AJ, jokers: 1, comb: higher_card --> one_pair"
"Hand: 7777A, jokers: 0, comb: four_kind"
"Hand: 7777A, jokers: 0, comb: four_kind --> four_kind"
"Hand: 677QQ, jokers: 0, comb: two_pair"
"Hand: 677QQ, jokers: 0, comb: two_pair --> two_pair"
"Hand: JQQQQ, jokers: 1, comb: four_kind"
"Hand: JQQQQ, jokers: 1, comb: four_kind --> five_kind"
"Hand: 22223, jokers: 0, comb: four_kind"
"Hand: 22223, jokers: 0, comb: four_kind --> four_kind"
"Hand: 5557A, jokers: 0, comb: three_kind"
"Hand: 5557A, jokers: 0, comb: three_kind --> three_kind"
"Hand: 7789A, jokers: 0, comb: one_pair"
"Hand: 7789A, jokers: 0, comb: one_pair --> one_pair"
"Hand: 478KQ, jokers: 0, comb: higher_card"
"Hand: 478KQ, jokers: 0, comb: higher_card --> higher_card"
"Hand: 66669, jokers: 0, comb: four_kind"
"Hand: 66669, jokers: 0, comb: four_kind --> four_kind"
"Hand: 233KK, jokers: 0, comb: two_pair"
"Hand: 233KK, jokers: 0, comb: two_pair --> two_pair"
"Hand: 449JJ, jokers: 2, comb: two_pair"
"Hand: 449JJ, jokers: 2, comb: two_pair --> four_kind"
"Hand: 222JJ, jokers: 2, comb: full_house"
"Hand: 222JJ, jokers: 2, comb: full_house --> five_kind"
"Hand: 55AAJ, jokers: 1, comb: two_pair"
"Hand: 55AAJ, jokers: 1, comb: two_pair --> full_house"
"Hand: 2229K, jokers: 0, comb: three_kind"
"Hand: 2229K, jokers: 0, comb: three_kind --> three_kind"
"Hand: 368AT, jokers: 0, comb: higher_card"
"Hand: 368AT, jokers: 0, comb: higher_card --> higher_card"
"Hand: 22256, jokers: 0, comb: three_kind"
"Hand: 22256, jokers: 0, comb: three_kind --> three_kind"
"Hand: 5KKKK, jokers: 0, comb: four_kind"
"Hand: 5KKKK, jokers: 0, comb: four_kind --> four_kind"
"Hand: 2799J, jokers: 1, comb: one_pair"
"Hand: 2799J, jokers: 1, comb: one_pair --> two_pair"
"Hand: 2899K, jokers: 0, comb: one_pair"
"Hand: 2899K, jokers: 0, comb: one_pair --> one_pair"
"Hand: 239QT, jokers: 0, comb: higher_card"
"Hand: 239QT, jokers: 0, comb: higher_card --> higher_card"
"Hand: 448AJ, jokers: 1, comb: one_pair"
"Hand: 448AJ, jokers: 1, comb: one_pair --> two_pair"
"Hand: 469JK, jokers: 1, comb: higher_card"
"Hand: 469JK, jokers: 1, comb: higher_card --> one_pair"
"Hand: 56777, jokers: 0, comb: three_kind"
"Hand: 56777, jokers: 0, comb: three_kind --> three_kind"
"Hand: 26JKK, jokers: 1, comb: one_pair"
"Hand: 26JKK, jokers: 1, comb: one_pair --> two_pair"
"Hand: 7QTTT, jokers: 0, comb: three_kind"
"Hand: 7QTTT, jokers: 0, comb: three_kind --> three_kind"
"Hand: 227JK, jokers: 1, comb: one_pair"
"Hand: 227JK, jokers: 1, comb: one_pair --> two_pair"
"Hand: 24447, jokers: 0, comb: three_kind"
"Hand: 24447, jokers: 0, comb: three_kind --> three_kind"
"Hand: 489AQ, jokers: 0, comb: higher_card"
"Hand: 489AQ, jokers: 0, comb: higher_card --> higher_card"
"Hand: 2358A, jokers: 0, comb: higher_card"
"Hand: 2358A, jokers: 0, comb: higher_card --> higher_card"
"Hand: 3355K, jokers: 0, comb: two_pair"
"Hand: 3355K, jokers: 0, comb: two_pair --> two_pair"
"Hand: 2237K, jokers: 0, comb: one_pair"
"Hand: 2237K, jokers: 0, comb: one_pair --> one_pair"
"Hand: 3377J, jokers: 1, comb: two_pair"
"Hand: 3377J, jokers: 1, comb: two_pair --> full_house"
"Hand: 79AQT, jokers: 0, comb: higher_card"
"Hand: 79AQT, jokers: 0, comb: higher_card --> higher_card"
"Hand: 222TT, jokers: 0, comb: full_house"
"Hand: 222TT, jokers: 0, comb: full_house --> full_house"
"Hand: 466TT, jokers: 0, comb: two_pair"
"Hand: 466TT, jokers: 0, comb: two_pair --> two_pair"
"Hand: 3333K, jokers: 0, comb: four_kind"
"Hand: 3333K, jokers: 0, comb: four_kind --> four_kind"
"Hand: 4589K, jokers: 0, comb: higher_card"
"Hand: 4589K, jokers: 0, comb: higher_card --> higher_card"
"Hand: 2AAQT, jokers: 0, comb: one_pair"
"Hand: 2AAQT, jokers: 0, comb: one_pair --> one_pair"
"Hand: 446AT, jokers: 0, comb: one_pair"
"Hand: 446AT, jokers: 0, comb: one_pair --> one_pair"
"Hand: 2267J, jokers: 1, comb: one_pair"
"Hand: 2267J, jokers: 1, comb: one_pair --> two_pair"
"Hand: 29AJK, jokers: 1, comb: higher_card"
"Hand: 29AJK, jokers: 1, comb: higher_card --> one_pair"
"Hand: 2578A, jokers: 0, comb: higher_card"
"Hand: 2578A, jokers: 0, comb: higher_card --> higher_card"
"Hand: 23377, jokers: 0, comb: two_pair"
"Hand: 23377, jokers: 0, comb: two_pair --> two_pair"
"Hand: 2459Q, jokers: 0, comb: higher_card"
"Hand: 2459Q, jokers: 0, comb: higher_card --> higher_card"
"Hand: 333JJ, jokers: 2, comb: full_house"
"Hand: 333JJ, jokers: 2, comb: full_house --> five_kind"
"Hand: 4AAJQ, jokers: 1, comb: one_pair"
"Hand: 4AAJQ, jokers: 1, comb: one_pair --> two_pair"
"Hand: 228QQ, jokers: 0, comb: two_pair"
"Hand: 228QQ, jokers: 0, comb: two_pair --> two_pair"
"Hand: 579AK, jokers: 0, comb: higher_card"
"Hand: 579AK, jokers: 0, comb: higher_card --> higher_card"
"Hand: 4489Q, jokers: 0, comb: one_pair"
"Hand: 4489Q, jokers: 0, comb: one_pair --> one_pair"
"Hand: 777JQ, jokers: 1, comb: three_kind"
"Hand: 777JQ, jokers: 1, comb: three_kind --> four_kind"
"Hand: AAKTT, jokers: 0, comb: two_pair"
"Hand: AAKTT, jokers: 0, comb: two_pair --> two_pair"
"Hand: 2TTTT, jokers: 0, comb: four_kind"
"Hand: 2TTTT, jokers: 0, comb: four_kind --> four_kind"
"Hand: 3335Q, jokers: 0, comb: three_kind"
"Hand: 3335Q, jokers: 0, comb: three_kind --> three_kind"
"Hand: 33JQQ, jokers: 1, comb: two_pair"
"Hand: 33JQQ, jokers: 1, comb: two_pair --> full_house"
"Hand: 455AQ, jokers: 0, comb: one_pair"
"Hand: 455AQ, jokers: 0, comb: one_pair --> one_pair"
"Hand: 4799A, jokers: 0, comb: one_pair"
"Hand: 4799A, jokers: 0, comb: one_pair --> one_pair"
"Hand: 2489J, jokers: 1, comb: higher_card"
"Hand: 2489J, jokers: 1, comb: higher_card --> one_pair"
"Hand: 4JKTT, jokers: 1, comb: one_pair"
"Hand: 4JKTT, jokers: 1, comb: one_pair --> two_pair"
"Hand: 8889J, jokers: 1, comb: three_kind"
"Hand: 8889J, jokers: 1, comb: three_kind --> four_kind"
"Hand: 225JT, jokers: 1, comb: one_pair"
"Hand: 225JT, jokers: 1, comb: one_pair --> two_pair"
"Hand: 89JJQ, jokers: 2, comb: one_pair"
"Hand: 89JJQ, jokers: 2, comb: one_pair --> three_kind"
"Hand: 47KQQ, jokers: 0, comb: one_pair"
"Hand: 47KQQ, jokers: 0, comb: one_pair --> one_pair"
"Hand: 34555, jokers: 0, comb: three_kind"
"Hand: 34555, jokers: 0, comb: three_kind --> three_kind"
"Hand: 4AAAJ, jokers: 1, comb: three_kind"
"Hand: 4AAAJ, jokers: 1, comb: three_kind --> four_kind"
"Hand: 5899J, jokers: 1, comb: one_pair"
"Hand: 5899J, jokers: 1, comb: one_pair --> two_pair"
"Hand: 579JJ, jokers: 2, comb: one_pair"
"Hand: 579JJ, jokers: 2, comb: one_pair --> three_kind"
"Hand: 3QQQQ, jokers: 0, comb: four_kind"
"Hand: 3QQQQ, jokers: 0, comb: four_kind --> four_kind"
"Hand: 78JKQ, jokers: 1, comb: higher_card"
"Hand: 78JKQ, jokers: 1, comb: higher_card --> one_pair"
"Hand: 3999J, jokers: 1, comb: three_kind"
"Hand: 3999J, jokers: 1, comb: three_kind --> four_kind"
"Hand: 577JK, jokers: 1, comb: one_pair"
"Hand: 577JK, jokers: 1, comb: one_pair --> two_pair"
"Hand: 6888J, jokers: 1, comb: three_kind"
"Hand: 6888J, jokers: 1, comb: three_kind --> four_kind"
"Hand: 23368, jokers: 0, comb: one_pair"
"Hand: 23368, jokers: 0, comb: one_pair --> one_pair"
"Hand: 2488K, jokers: 0, comb: one_pair"
"Hand: 2488K, jokers: 0, comb: one_pair --> one_pair"
"Hand: 577KT, jokers: 0, comb: one_pair"
"Hand: 577KT, jokers: 0, comb: one_pair --> one_pair"
"Hand: 3777K, jokers: 0, comb: three_kind"
"Hand: 3777K, jokers: 0, comb: three_kind --> three_kind"
"Hand: 2222J, jokers: 1, comb: four_kind"
"Hand: 2222J, jokers: 1, comb: four_kind --> five_kind"
"Hand: 2223J, jokers: 1, comb: three_kind"
"Hand: 2223J, jokers: 1, comb: three_kind --> four_kind"
"Hand: 368AK, jokers: 0, comb: higher_card"
"Hand: 368AK, jokers: 0, comb: higher_card --> higher_card"
"Hand: 66AJQ, jokers: 1, comb: one_pair"
"Hand: 66AJQ, jokers: 1, comb: one_pair --> two_pair"
"Hand: 5AAQQ, jokers: 0, comb: two_pair"
"Hand: 5AAQQ, jokers: 0, comb: two_pair --> two_pair"
"Hand: 22AAJ, jokers: 1, comb: two_pair"
"Hand: 22AAJ, jokers: 1, comb: two_pair --> full_house"
"Hand: 339KQ, jokers: 0, comb: one_pair"
"Hand: 339KQ, jokers: 0, comb: one_pair --> one_pair"
"Hand: 39JJJ, jokers: 3, comb: three_kind"
"Hand: 39JJJ, jokers: 3, comb: three_kind --> four_kind"
"Hand: 22238, jokers: 0, comb: three_kind"
"Hand: 22238, jokers: 0, comb: three_kind --> three_kind"
"Hand: 99JQQ, jokers: 1, comb: two_pair"
"Hand: 99JQQ, jokers: 1, comb: two_pair --> full_house"
"Hand: 667JT, jokers: 1, comb: one_pair"
"Hand: 667JT, jokers: 1, comb: one_pair --> two_pair"
"Hand: 4446K, jokers: 0, comb: three_kind"
"Hand: 4446K, jokers: 0, comb: three_kind --> three_kind"
"Hand: 6JKQT, jokers: 1, comb: higher_card"
"Hand: 6JKQT, jokers: 1, comb: higher_card --> one_pair"
"Hand: 6KQTT, jokers: 0, comb: one_pair"
"Hand: 6KQTT, jokers: 0, comb: one_pair --> one_pair"
"Hand: 56AKT, jokers: 0, comb: higher_card"
"Hand: 56AKT, jokers: 0, comb: higher_card --> higher_card"
"Hand: 227AA, jokers: 0, comb: two_pair"
"Hand: 227AA, jokers: 0, comb: two_pair --> two_pair"
"Hand: 26JQQ, jokers: 1, comb: one_pair"
"Hand: 26JQQ, jokers: 1, comb: one_pair --> two_pair"
"Hand: 248KT, jokers: 0, comb: higher_card"
"Hand: 248KT, jokers: 0, comb: higher_card --> higher_card"
"Hand: 58AKT, jokers: 0, comb: higher_card"
"Hand: 58AKT, jokers: 0, comb: higher_card --> higher_card"
"Hand: 45JKQ, jokers: 1, comb: higher_card"
"Hand: 45JKQ, jokers: 1, comb: higher_card --> one_pair"
"Hand: 59AAA, jokers: 0, comb: three_kind"
"Hand: 59AAA, jokers: 0, comb: three_kind --> three_kind"
"Hand: 49AKQ, jokers: 0, comb: higher_card"
"Hand: 49AKQ, jokers: 0, comb: higher_card --> higher_card"
"Hand: 888TT, jokers: 0, comb: full_house"
"Hand: 888TT, jokers: 0, comb: full_house --> full_house"
"Hand: 3577J, jokers: 1, comb: one_pair"
"Hand: 3577J, jokers: 1, comb: one_pair --> two_pair"
"Hand: 5AAAK, jokers: 0, comb: three_kind"
"Hand: 5AAAK, jokers: 0, comb: three_kind --> three_kind"
"Hand: 35AAQ, jokers: 0, comb: one_pair"
"Hand: 35AAQ, jokers: 0, comb: one_pair --> one_pair"
"Hand: 58888, jokers: 0, comb: four_kind"
"Hand: 58888, jokers: 0, comb: four_kind --> four_kind"
"Hand: 44669, jokers: 0, comb: two_pair"
"Hand: 44669, jokers: 0, comb: two_pair --> two_pair"
"Hand: 2699T, jokers: 0, comb: one_pair"
"Hand: 2699T, jokers: 0, comb: one_pair --> one_pair"
"Hand: 45JJJ, jokers: 3, comb: three_kind"
"Hand: 45JJJ, jokers: 3, comb: three_kind --> four_kind"
"Hand: 39AKQ, jokers: 0, comb: higher_card"
"Hand: 39AKQ, jokers: 0, comb: higher_card --> higher_card"
"Hand: 88JTT, jokers: 1, comb: two_pair"
"Hand: 88JTT, jokers: 1, comb: two_pair --> full_house"
"Hand: 568AT, jokers: 0, comb: higher_card"
"Hand: 568AT, jokers: 0, comb: higher_card --> higher_card"
"Hand: 66999, jokers: 0, comb: full_house"
"Hand: 66999, jokers: 0, comb: full_house --> full_house"
"Hand: 29JKT, jokers: 1, comb: higher_card"
"Hand: 29JKT, jokers: 1, comb: higher_card --> one_pair"
"Hand: 4KKKK, jokers: 0, comb: four_kind"
"Hand: 4KKKK, jokers: 0, comb: four_kind --> four_kind"
"Hand: 22JQT, jokers: 1, comb: one_pair"
"Hand: 22JQT, jokers: 1, comb: one_pair --> two_pair"
"Hand: 9AKKK, jokers: 0, comb: three_kind"
"Hand: 9AKKK, jokers: 0, comb: three_kind --> three_kind"
"Hand: 2399J, jokers: 1, comb: one_pair"
"Hand: 2399J, jokers: 1, comb: one_pair --> two_pair"
"Hand: 66688, jokers: 0, comb: full_house"
"Hand: 66688, jokers: 0, comb: full_house --> full_house"
"Hand: 2AAAA, jokers: 0, comb: four_kind"
"Hand: 2AAAA, jokers: 0, comb: four_kind --> four_kind"
"Hand: 3447Q, jokers: 0, comb: one_pair"
"Hand: 3447Q, jokers: 0, comb: one_pair --> one_pair"
"Hand: 33449, jokers: 0, comb: two_pair"
"Hand: 33449, jokers: 0, comb: two_pair --> two_pair"
"Hand: 669TT, jokers: 0, comb: two_pair"
"Hand: 669TT, jokers: 0, comb: two_pair --> two_pair"
"Hand: 459AT, jokers: 0, comb: higher_card"
"Hand: 459AT, jokers: 0, comb: higher_card --> higher_card"
"Hand: 99QQQ, jokers: 0, comb: full_house"
"Hand: 99QQQ, jokers: 0, comb: full_house --> full_house"
"Hand: 33JKQ, jokers: 1, comb: one_pair"
"Hand: 33JKQ, jokers: 1, comb: one_pair --> two_pair"
"Hand: 4444A, jokers: 0, comb: four_kind"
"Hand: 4444A, jokers: 0, comb: four_kind --> four_kind"
"Hand: 33JKK, jokers: 1, comb: two_pair"
"Hand: 33JKK, jokers: 1, comb: two_pair --> full_house"
"Hand: 5678A, jokers: 0, comb: higher_card"
"Hand: 5678A, jokers: 0, comb: higher_card --> higher_card"
"Hand: 8AKKK, jokers: 0, comb: three_kind"
"Hand: 8AKKK, jokers: 0, comb: three_kind --> three_kind"
"Hand: 5KQQQ, jokers: 0, comb: three_kind"
"Hand: 5KQQQ, jokers: 0, comb: three_kind --> three_kind"
"Hand: 4557J, jokers: 1, comb: one_pair"
"Hand: 4557J, jokers: 1, comb: one_pair --> two_pair"
"Hand: 666AJ, jokers: 1, comb: three_kind"
"Hand: 666AJ, jokers: 1, comb: three_kind --> four_kind"
"Hand: KKKKT, jokers: 0, comb: four_kind"
"Hand: KKKKT, jokers: 0, comb: four_kind --> four_kind"
"Hand: 359JK, jokers: 1, comb: higher_card"
"Hand: 359JK, jokers: 1, comb: higher_card --> one_pair"
"Hand: 55588, jokers: 0, comb: full_house"
"Hand: 55588, jokers: 0, comb: full_house --> full_house"
"Hand: 2668K, jokers: 0, comb: one_pair"
"Hand: 2668K, jokers: 0, comb: one_pair --> one_pair"
"Hand: 588KT, jokers: 0, comb: one_pair"
"Hand: 588KT, jokers: 0, comb: one_pair --> one_pair"
"Hand: 56AAJ, jokers: 1, comb: one_pair"
"Hand: 56AAJ, jokers: 1, comb: one_pair --> two_pair"
"Hand: 449TT, jokers: 0, comb: two_pair"
"Hand: 449TT, jokers: 0, comb: two_pair --> two_pair"
"Hand: 33336, jokers: 0, comb: four_kind"
"Hand: 33336, jokers: 0, comb: four_kind --> four_kind"
"Hand: 35568, jokers: 0, comb: one_pair"
"Hand: 35568, jokers: 0, comb: one_pair --> one_pair"
"Hand: 666KT, jokers: 0, comb: three_kind"
"Hand: 666KT, jokers: 0, comb: three_kind --> three_kind"
"Hand: 77AAQ, jokers: 0, comb: two_pair"
"Hand: 77AAQ, jokers: 0, comb: two_pair --> two_pair"
"Hand: 688AQ, jokers: 0, comb: one_pair"
"Hand: 688AQ, jokers: 0, comb: one_pair --> one_pair"
"Hand: 249AK, jokers: 0, comb: higher_card"
"Hand: 249AK, jokers: 0, comb: higher_card --> higher_card"
"Hand: 229JT, jokers: 1, comb: one_pair"
"Hand: 229JT, jokers: 1, comb: one_pair --> two_pair"
"Hand: 5589J, jokers: 1, comb: one_pair"
"Hand: 5589J, jokers: 1, comb: one_pair --> two_pair"
"Hand: 6QTTT, jokers: 0, comb: three_kind"
"Hand: 6QTTT, jokers: 0, comb: three_kind --> three_kind"
"Hand: AAAAJ, jokers: 1, comb: four_kind"
"Hand: AAAAJ, jokers: 1, comb: four_kind --> five_kind"
"Hand: 248AQ, jokers: 0, comb: higher_card"
"Hand: 248AQ, jokers: 0, comb: higher_card --> higher_card"
"Hand: 247KT, jokers: 0, comb: higher_card"
"Hand: 247KT, jokers: 0, comb: higher_card --> higher_card"
"Hand: 33377, jokers: 0, comb: full_house"
"Hand: 33377, jokers: 0, comb: full_house --> full_house"
"Hand: 799JT, jokers: 1, comb: one_pair"
"Hand: 799JT, jokers: 1, comb: one_pair --> two_pair"
"Hand: 8KKKK, jokers: 0, comb: four_kind"
"Hand: 8KKKK, jokers: 0, comb: four_kind --> four_kind"
"Hand: 499QQ, jokers: 0, comb: two_pair"
"Hand: 499QQ, jokers: 0, comb: two_pair --> two_pair"
"Hand: 7JKKK, jokers: 1, comb: three_kind"
"Hand: 7JKKK, jokers: 1, comb: three_kind --> four_kind"
"Hand: 7JQQQ, jokers: 1, comb: three_kind"
"Hand: 7JQQQ, jokers: 1, comb: three_kind --> four_kind"
"Hand: 337KT, jokers: 0, comb: one_pair"
"Hand: 337KT, jokers: 0, comb: one_pair --> one_pair"
"Hand: 255JJ, jokers: 2, comb: two_pair"
"Hand: 255JJ, jokers: 2, comb: two_pair --> four_kind"
"Hand: 5999A, jokers: 0, comb: three_kind"
"Hand: 5999A, jokers: 0, comb: three_kind --> three_kind"
"Hand: 2299T, jokers: 0, comb: two_pair"
"Hand: 2299T, jokers: 0, comb: two_pair --> two_pair"
"Hand: 4578K, jokers: 0, comb: higher_card"
"Hand: 4578K, jokers: 0, comb: higher_card --> higher_card"
"Hand: 357AK, jokers: 0, comb: higher_card"
"Hand: 357AK, jokers: 0, comb: higher_card --> higher_card"
"Hand: 7778J, jokers: 1, comb: three_kind"
"Hand: 7778J, jokers: 1, comb: three_kind --> four_kind"
"Hand: 999KT, jokers: 0, comb: three_kind"
"Hand: 999KT, jokers: 0, comb: three_kind --> three_kind"
"Hand: 2455Q, jokers: 0, comb: one_pair"
"Hand: 2455Q, jokers: 0, comb: one_pair --> one_pair"
"Hand: 2226T, jokers: 0, comb: three_kind"
"Hand: 2226T, jokers: 0, comb: three_kind --> three_kind"
"Hand: 8QQQQ, jokers: 0, comb: four_kind"
"Hand: 8QQQQ, jokers: 0, comb: four_kind --> four_kind"
"Hand: 9JKKK, jokers: 1, comb: three_kind"
"Hand: 9JKKK, jokers: 1, comb: three_kind --> four_kind"
"Hand: 3599A, jokers: 0, comb: one_pair"
"Hand: 3599A, jokers: 0, comb: one_pair --> one_pair"
"Hand: 3678K, jokers: 0, comb: higher_card"
"Hand: 3678K, jokers: 0, comb: higher_card --> higher_card"
"Hand: 555AJ, jokers: 1, comb: three_kind"
"Hand: 555AJ, jokers: 1, comb: three_kind --> four_kind"
"Hand: 377KK, jokers: 0, comb: two_pair"
"Hand: 377KK, jokers: 0, comb: two_pair --> two_pair"
"Hand: 77JKK, jokers: 1, comb: two_pair"
"Hand: 77JKK, jokers: 1, comb: two_pair --> full_house"
"Hand: 55688, jokers: 0, comb: two_pair"
"Hand: 55688, jokers: 0, comb: two_pair --> two_pair"
"Hand: 36999, jokers: 0, comb: three_kind"
"Hand: 36999, jokers: 0, comb: three_kind --> three_kind"
"Hand: 35TTT, jokers: 0, comb: three_kind"
"Hand: 35TTT, jokers: 0, comb: three_kind --> three_kind"
"Hand: 22666, jokers: 0, comb: full_house"
"Hand: 22666, jokers: 0, comb: full_house --> full_house"
"Hand: 57888, jokers: 0, comb: three_kind"
"Hand: 57888, jokers: 0, comb: three_kind --> three_kind"
"Hand: 79JKQ, jokers: 1, comb: higher_card"
"Hand: 79JKQ, jokers: 1, comb: higher_card --> one_pair"
"Hand: 48AJQ, jokers: 1, comb: higher_card"
"Hand: 48AJQ, jokers: 1, comb: higher_card --> one_pair"
"Hand: 3899Q, jokers: 0, comb: one_pair"
"Hand: 3899Q, jokers: 0, comb: one_pair --> one_pair"
"Hand: 49999, jokers: 0, comb: four_kind"
"Hand: 49999, jokers: 0, comb: four_kind --> four_kind"
"Hand: 3578J, jokers: 1, comb: higher_card"
"Hand: 3578J, jokers: 1, comb: higher_card --> one_pair"
"Hand: 339KK, jokers: 0, comb: two_pair"
"Hand: 339KK, jokers: 0, comb: two_pair --> two_pair"
"Hand: 88JJQ, jokers: 2, comb: two_pair"
"Hand: 88JJQ, jokers: 2, comb: two_pair --> four_kind"
"Hand: 4899J, jokers: 1, comb: one_pair"
"Hand: 4899J, jokers: 1, comb: one_pair --> two_pair"
"Hand: 456JT, jokers: 1, comb: higher_card"
"Hand: 456JT, jokers: 1, comb: higher_card --> one_pair"
"Hand: 26777, jokers: 0, comb: three_kind"
"Hand: 26777, jokers: 0, comb: three_kind --> three_kind"
"Hand: 258KT, jokers: 0, comb: higher_card"
"Hand: 258KT, jokers: 0, comb: higher_card --> higher_card"
"Hand: 6AAKK, jokers: 0, comb: two_pair"
"Hand: 6AAKK, jokers: 0, comb: two_pair --> two_pair"
"Hand: 33AJQ, jokers: 1, comb: one_pair"
"Hand: 33AJQ, jokers: 1, comb: one_pair --> two_pair"
"Hand: 357JQ, jokers: 1, comb: higher_card"
"Hand: 357JQ, jokers: 1, comb: higher_card --> one_pair"
"Hand: 23338, jokers: 0, comb: three_kind"
"Hand: 23338, jokers: 0, comb: three_kind --> three_kind"
"Hand: 667KK, jokers: 0, comb: two_pair"
"Hand: 667KK, jokers: 0, comb: two_pair --> two_pair"
"Hand: 8KQQQ, jokers: 0, comb: three_kind"
"Hand: 8KQQQ, jokers: 0, comb: three_kind --> three_kind"
"Hand: 4AAAT, jokers: 0, comb: three_kind"
"Hand: 4AAAT, jokers: 0, comb: three_kind --> three_kind"
"Hand: 3559Q, jokers: 0, comb: one_pair"
"Hand: 3559Q, jokers: 0, comb: one_pair --> one_pair"
"Hand: 7779T, jokers: 0, comb: three_kind"
"Hand: 7779T, jokers: 0, comb: three_kind --> three_kind"
"Hand: 46666, jokers: 0, comb: four_kind"
"Hand: 46666, jokers: 0, comb: four_kind --> four_kind"
"Hand: 6699A, jokers: 0, comb: two_pair"
"Hand: 6699A, jokers: 0, comb: two_pair --> two_pair"
"Hand: 888AJ, jokers: 1, comb: three_kind"
"Hand: 888AJ, jokers: 1, comb: three_kind --> four_kind"
"Hand: 457JQ, jokers: 1, comb: higher_card"
"Hand: 457JQ, jokers: 1, comb: higher_card --> one_pair"
"Hand: 4AJTT, jokers: 1, comb: one_pair"
"Hand: 4AJTT, jokers: 1, comb: one_pair --> two_pair"
"Hand: 479KQ, jokers: 0, comb: higher_card"
"Hand: 479KQ, jokers: 0, comb: higher_card --> higher_card"
"Hand: 59999, jokers: 0, comb: four_kind"
"Hand: 59999, jokers: 0, comb: four_kind --> four_kind"
"Hand: 2244A, jokers: 0, comb: two_pair"
"Hand: 2244A, jokers: 0, comb: two_pair --> two_pair"
"Hand: 26AJQ, jokers: 1, comb: higher_card"
"Hand: 26AJQ, jokers: 1, comb: higher_card --> one_pair"
"Hand: 27788, jokers: 0, comb: two_pair"
"Hand: 27788, jokers: 0, comb: two_pair --> two_pair"
"Hand: 66JTT, jokers: 1, comb: two_pair"
"Hand: 66JTT, jokers: 1, comb: two_pair --> full_house"
"Hand: 777TT, jokers: 0, comb: full_house"
"Hand: 777TT, jokers: 0, comb: full_house --> full_house"
"Hand: 3344A, jokers: 0, comb: two_pair"
"Hand: 3344A, jokers: 0, comb: two_pair --> two_pair"
"Hand: 2336A, jokers: 0, comb: one_pair"
"Hand: 2336A, jokers: 0, comb: one_pair --> one_pair"
"Hand: 66679, jokers: 0, comb: three_kind"
"Hand: 66679, jokers: 0, comb: three_kind --> three_kind"
"Hand: 377JK, jokers: 1, comb: one_pair"
"Hand: 377JK, jokers: 1, comb: one_pair --> two_pair"
"Hand: 227KT, jokers: 0, comb: one_pair"
"Hand: 227KT, jokers: 0, comb: one_pair --> one_pair"
"Hand: 3334J, jokers: 1, comb: three_kind"
"Hand: 3334J, jokers: 1, comb: three_kind --> four_kind"
"Hand: 3388J, jokers: 1, comb: two_pair"
"Hand: 3388J, jokers: 1, comb: two_pair --> full_house"
"Hand: 289AK, jokers: 0, comb: higher_card"
"Hand: 289AK, jokers: 0, comb: higher_card --> higher_card"
"Hand: 467AQ, jokers: 0, comb: higher_card"
"Hand: 467AQ, jokers: 0, comb: higher_card --> higher_card"
"Hand: 55KKK, jokers: 0, comb: full_house"
"Hand: 55KKK, jokers: 0, comb: full_house --> full_house"
"Hand: 222QQ, jokers: 0, comb: full_house"
"Hand: 222QQ, jokers: 0, comb: full_house --> full_house"
"Hand: 57QTT, jokers: 0, comb: one_pair"
"Hand: 57QTT, jokers: 0, comb: one_pair --> one_pair"
"Hand: 9KKKK, jokers: 0, comb: four_kind"
"Hand: 9KKKK, jokers: 0, comb: four_kind --> four_kind"
"Hand: 22229, jokers: 0, comb: four_kind"
"Hand: 22229, jokers: 0, comb: four_kind --> four_kind"
"Hand: QQQQT, jokers: 0, comb: four_kind"
"Hand: QQQQT, jokers: 0, comb: four_kind --> four_kind"
"Hand: 7889T, jokers: 0, comb: one_pair"
"Hand: 7889T, jokers: 0, comb: one_pair --> one_pair"
"Hand: 35557, jokers: 0, comb: three_kind"
"Hand: 35557, jokers: 0, comb: three_kind --> three_kind"
"Hand: 23339, jokers: 0, comb: three_kind"
"Hand: 23339, jokers: 0, comb: three_kind --> three_kind"
"Hand: 67777, jokers: 0, comb: four_kind"
"Hand: 67777, jokers: 0, comb: four_kind --> four_kind"
"Hand: 48JKT, jokers: 1, comb: higher_card"
"Hand: 48JKT, jokers: 1, comb: higher_card --> one_pair"
"Hand: 7799J, jokers: 1, comb: two_pair"
"Hand: 7799J, jokers: 1, comb: two_pair --> full_house"
"Hand: 55579, jokers: 0, comb: three_kind"
"Hand: 55579, jokers: 0, comb: three_kind --> three_kind"
"Hand: 2999J, jokers: 1, comb: three_kind"
"Hand: 2999J, jokers: 1, comb: three_kind --> four_kind"
"Hand: 22JKQ, jokers: 1, comb: one_pair"
"Hand: 22JKQ, jokers: 1, comb: one_pair --> two_pair"
"Hand: 33466, jokers: 0, comb: two_pair"
"Hand: 33466, jokers: 0, comb: two_pair --> two_pair"
"Hand: JKKTT, jokers: 1, comb: two_pair"
"Hand: JKKTT, jokers: 1, comb: two_pair --> full_house"
"Hand: 4666T, jokers: 0, comb: three_kind"
"Hand: 4666T, jokers: 0, comb: three_kind --> three_kind"
